GeneID	log2FC	Padj	Entrez_gene_ID
CICLE_v10001893mg	-1.19209868787293	0.0198737538051264	18043128
CICLE_v10001904mg	-1.96882982550395	1.31048139693463e-6	18041208
CICLE_v10001956mg	1.07526641903162	0.00946908947433725	18042557
CICLE_v10001961mg	0.712376448815106	0.0440228208078328	18042577
CICLE_v10002005mg	-0.951433680534455	0.0494603064232338	18040433
CICLE_v10002007mg	-0.683885405218335	0.0429783764727984	18041973
CICLE_v10002011mg	0.984592813837398	0.0131535491781236	18040700
CICLE_v10002074mg	2.63401905751687	9.23025180340455e-8	18042995
CICLE_v10002089mg	1.07316367076617	0.0177698111907146	18043024
CICLE_v10002125mg	1.50627308101528	0.00713200795896341	18042605
CICLE_v10002311mg	0.718427455823299	0.0492442401225351	18042274
CICLE_v10002346mg	-1.51678152094826	0.0201625830872598	18040485
CICLE_v10002349mg	-1.63964476288588	1.55961518320955e-6	18042192
CICLE_v10002405mg	-6.52438282846947	3.35026646452886e-7	18043082
CICLE_v10002406mg	0.735809305621797	0.0393914374567226	18041028
CICLE_v10002407mg	0.815253028368265	0.0140987155977274	NA
CICLE_v10002431mg	0.807377088632589	0.0467719136900515	18042774
CICLE_v10002486mg	-0.901927278610505	0.0218335044987306	NA
CICLE_v10002567mg	-1.07451050890548	0.00536404992116224	18042196
CICLE_v10002613mg	1.0960491336522	0.032932436622938	NA
CICLE_v10002644mg	-0.768915051279376	0.0488062911068701	18040704
CICLE_v10002649mg	1.36419777016616	6.30867698156012e-4	18041138
CICLE_v10002687mg	-0.835210522116448	0.0486737950742857	18041631
CICLE_v10002696mg	-2.01394974770532	0.0122083401398497	18042203
CICLE_v10002733mg	-1.62897478785664	0.00163921679885783	18041159
CICLE_v10002746mg	1.58587701384288	8.88859597904006e-4	18042003
CICLE_v10002752mg	-1.510276299345	0.00779072489142672	18042242
CICLE_v10002793mg	-1.06832566827861	0.00163393179787755	18041845
CICLE_v10002843mg	-1.1078994431873	0.0012574106409205	18040699
CICLE_v10002919mg	-1.34242435844719	0.00108409516252013	NA
CICLE_v10002934mg	1.6227355436629	0.0389760524449751	NA
CICLE_v10002971mg	-0.919436847841838	0.0245606449538613	NA
CICLE_v10003019mg	1.11684305496928	7.6013962290063e-4	NA
CICLE_v10003027mg	0.736710973370836	0.0366681102836976	NA
CICLE_v10003094mg	1.58892843735221	1.18538151151355e-4	NA
CICLE_v10003175mg	1.0390140366255	0.0255769343967776	18041286
CICLE_v10003249mg	1.05827205712634	0.00534237762831494	NA
CICLE_v10003279mg	1.00795367592573	0.00458636815631429	NA
CICLE_v10003289mg	0.998750706512527	0.00994863434129414	NA
CICLE_v10003293mg	-1.0348813631265	0.0261221536749208	NA
CICLE_v10003317mg	-0.718721594119073	0.0437323204830051	NA
CICLE_v10003334mg	-0.752306893269225	0.0471698279408775	NA
CICLE_v10003524mg	3.22698158925484	4.19130458332866e-13	NA
CICLE_v10003557mg	-1.91646164807401	1.15585532899475e-6	NA
CICLE_v10003568mg	0.81858285304232	0.0493728415164245	18043106
CICLE_v10003574mg	2.78625147022584	1.49761309807887e-10	NA
CICLE_v10003587mg	0.894124628433676	0.0378481264604352	18041879
CICLE_v10003627mg	-0.814554866135753	0.0203120105213084	NA
CICLE_v10003650mg	1.83138301936677	2.05573804561236e-4	NA
CICLE_v10003715mg	1.41210125799402	1.27650662916065e-4	18040510
CICLE_v10003745mg	1.02485701609204	0.032271118153785	NA
CICLE_v10003785mg	1.57852589416224	2.80745646865669e-5	NA
CICLE_v10003840mg	-0.838693706964229	0.0361030426759078	NA
CICLE_v10003932mg	0.857888447999129	0.0448691914171071	18042257
CICLE_v10004023mg	0.712799475806105	0.0474542303332637	NA
CICLE_v10004042mg	1.63015862203283	0.00983336798951768	NA
CICLE_v10004044mg	0.927278165954501	0.00546575068349578	NA
CICLE_v10004056mg	0.760805385092573	0.0221362518518185	NA
CICLE_v10004060mg	1.43392669812403	3.86250702394495e-4	NA
CICLE_v10004095mg	0.850779260647823	0.0318214696863176	NA
CICLE_v10004096mg	1.24800227102529	0.0133616450379386	NA
CICLE_v10004099mg	1.11979185317948	0.0171274645454632	18041342
CICLE_v10004104mg	1.91131436164543	0.0131331596206997	18050359
CICLE_v10004108mg	0.987923387798506	0.0282511231175144	18050354
CICLE_v10004137mg	-1.09299514565231	0.00760244435455299	18032011
CICLE_v10004145mg	-0.862904553345861	0.0297463689831265	18033021
CICLE_v10004154mg	-0.985496250942497	0.0144652414151358	18031746
CICLE_v10004221mg	-1.04030472970219	0.00437855499502446	18032032
CICLE_v10004236mg	-1.01089442380411	0.0156062566491524	18031414
CICLE_v10004242mg	1.23137666566185	0.00114990444841554	18031598
CICLE_v10004255mg	-0.827697175224574	0.0423222026692657	18032910
CICLE_v10004257mg	-2.01389087842468	1.40294103397285e-6	18033492
CICLE_v10004262mg	0.989890519359747	0.00571639891617843	18031855
CICLE_v10004289mg	-1.09222798166625	0.00592878905779838	18031780
CICLE_v10004298mg	-0.787705036464579	0.0481587695877014	18033008
CICLE_v10004310mg	1.69561665845548	8.73071310111636e-4	18032086
CICLE_v10004323mg	0.873384526511625	0.0395507502579499	18031208
CICLE_v10004351mg	-1.09547333460937	0.00451337020274283	18033496
CICLE_v10004358mg	0.914099175485492	0.0377610094828376	18032730
CICLE_v10004372mg	-1.13145997980797	0.00540333273407208	18031328
CICLE_v10004399mg	-2.23738104481917	0.00100080712922768	18033253
CICLE_v10004418mg	2.01343410593793	7.82598669305796e-5	18031827
CICLE_v10004446mg	-0.724069972209206	0.027492549380948	18033375
CICLE_v10004456mg	-1.07832750877937	0.00250438190527693	18033006
CICLE_v10004462mg	-0.913634706197314	0.0218931774114898	18031768
CICLE_v10004465mg	-1.59379662493714	7.61705347254231e-5	NA
CICLE_v10004468mg	-1.36028515078409	4.40399395332333e-4	18031327
CICLE_v10004470mg	-0.800469999529394	0.0133395220903923	18031346
CICLE_v10004484mg	0.714217700332233	0.0306020409387396	18031365
CICLE_v10004518mg	3.33063727511043	8.47400684565111e-18	18033031
CICLE_v10004521mg	-0.851586786189768	0.00881634062832712	18031468
CICLE_v10004554mg	-1.61750622992114	0.00279999701645893	18032367
CICLE_v10004563mg	7.36359573490826	8.35945440302032e-27	NA
CICLE_v10004588mg	0.977997753424242	0.00446143680354453	18033440
CICLE_v10004620mg	-1.76163585127012	1.69136039271847e-7	18032167
CICLE_v10004660mg	-1.27596838288256	0.0264643620814595	18032214
CICLE_v10004689mg	-1.07438065360392	0.00636816633310148	18032416
CICLE_v10004775mg	1.68814736255096	5.52823461724497e-5	18031596
CICLE_v10004777mg	1.13650057386961	0.0053804820730556	18031774
CICLE_v10004812mg	-0.922225997041958	0.0383025642522631	18033245
CICLE_v10004852mg	0.954073208626843	0.00412683176761806	18033506
CICLE_v10004867mg	-1.77217700332499	4.00587803781683e-7	18033042
CICLE_v10004909mg	0.951401067198607	0.00935430047321458	18031218
CICLE_v10005021mg	0.984717005330407	0.00270823173108575	18031836
CICLE_v10005136mg	3.62685451885192	2.24418174360634e-17	18032775
CICLE_v10005172mg	-1.15834831625943	4.3356442494816e-4	18031947
CICLE_v10005195mg	1.06708034072978	0.00116649951968532	NA
CICLE_v10005215mg	-1.35200572003617	4.77996380330009e-4	18031351
CICLE_v10005245mg	-1.46626535708034	7.08218898667638e-4	18033435
CICLE_v10005270mg	-2.97468314436032	2.63795398733791e-11	18033434
CICLE_v10005301mg	-1.69212672835095	4.46165842959079e-5	18031868
CICLE_v10005334mg	1.986506030794	0.00859663658741974	18031552
CICLE_v10005338mg	2.03657085620344	0.00105669058864936	18032913
CICLE_v10005353mg	-1.22519281680669	0.00146984946612495	18031736
CICLE_v10005396mg	0.994134241218357	0.0159296667465559	18032424
CICLE_v10005411mg	0.913577884249033	0.0475508089290853	18032158
CICLE_v10005465mg	7.51308292647715	5.47433985346636e-13	NA
CICLE_v10005517mg	0.950198560534488	0.026300719777935	18032411
CICLE_v10005563mg	-1.37413774685654	9.09064985918745e-5	18031217
CICLE_v10005570mg	0.967128289508552	0.0149554404111528	18031355
CICLE_v10005574mg	1.10388397204198	0.0296176035151939	18033205
CICLE_v10005583mg	0.868129167368292	0.0437751042533839	NA
CICLE_v10005594mg	-1.10660538783826	0.00238635228619044	18031921
CICLE_v10005631mg	-1.11975166506351	0.0140269853576496	18032181
CICLE_v10005701mg	0.772760961158217	0.042689773307819	18033064
CICLE_v10005750mg	1.17699900721118	0.00130797704238354	18031356
CICLE_v10005751mg	-1.45235665471529	6.53568161800481e-4	18031620
CICLE_v10005779mg	1.00283544556636	0.0201175727423679	18032596
CICLE_v10005804mg	-1.61934557649529	2.50463318229568e-4	18032886
CICLE_v10005863mg	1.19991989231232	0.00384251886010817	18031603
CICLE_v10005897mg	-0.906650490717483	0.0477504128573019	18032744
CICLE_v10005899mg	-1.23539481113824	0.0333323042069913	18033293
CICLE_v10005916mg	-1.12654104077368	0.0408364666636604	18033043
CICLE_v10005932mg	-1.1644532900538	0.00241157458629941	18032532
CICLE_v10005981mg	0.766834726154088	0.0378027399041031	18032099
CICLE_v10006013mg	1.02047074267733	0.0174384385945203	18032451
CICLE_v10006032mg	-2.37444911098724	1.63562161106036e-4	18031738
CICLE_v10006041mg	-1.62920015215427	0.00248733021524915	18033174
CICLE_v10006071mg	-0.894392772810751	0.00667357783765807	18032751
CICLE_v10006079mg	-0.823240024694638	0.0364609743389299	NA
CICLE_v10006096mg	0.826582707849177	0.0119615832528433	18033281
CICLE_v10006124mg	1.08617151343294	0.00314707323979953	18032758
CICLE_v10006216mg	-0.847215786902185	0.0108748180159608	18032961
CICLE_v10006285mg	2.79306276208904	0.0037031109310141	NA
CICLE_v10006308mg	-2.20917350849698	3.22709509146251e-7	18032801
CICLE_v10006311mg	-1.04860063031834	0.0180766971078532	NA
CICLE_v10006328mg	0.915049087154318	0.0262285404332477	NA
CICLE_v10006344mg	-0.979523387043358	0.00648978866558796	NA
CICLE_v10006359mg	-2.63566987214468	9.75175079862104e-14	NA
CICLE_v10006372mg	1.30403167754592	0.00796176247621501	NA
CICLE_v10006386mg	-2.70866371246023	5.08010158416481e-14	NA
CICLE_v10006432mg	2.00403924498175	7.13235965845048e-7	NA
CICLE_v10006463mg	-1.23034012338798	0.0254124254683838	18032318
CICLE_v10006678mg	-0.901338127386217	0.029467134076482	NA
CICLE_v10006699mg	-0.929338404807126	0.0224456240614875	18032838
CICLE_v10006791mg	-0.94202574415568	0.0128723594462628	18031682
CICLE_v10006796mg	0.771348893235351	0.0472679770272443	NA
CICLE_v10006797mg	0.988110023049166	0.0108455737224431	NA
CICLE_v10006837mg	-0.903252402884885	0.00557995175582641	NA
CICLE_v10006871mg	2.34956762280236	3.66357478313508e-6	18031297
CICLE_v10006965mg	-0.826194717857919	0.0340870190561087	NA
CICLE_v10007122mg	-3.24287150277426	1.88792140394202e-4	18033548
CICLE_v10007184mg	1.04957728539532	0.0368704754332492	NA
CICLE_v10007241mg	-1.16162113653184	0.033513910405704	NA
CICLE_v10007249mg	-1.64914540572441	2.73592433417873e-5	18055584
CICLE_v10007286mg	-0.920804139340397	0.0334598496802214	18055379
CICLE_v10007289mg	1.87062106344431	0.0215376409499962	NA
CICLE_v10007292mg	-0.748101550934171	0.043371904550376	18055510
CICLE_v10007299mg	-0.736361147494325	0.027564077852982	18055943
CICLE_v10007333mg	1.81726964338789	2.60808537327423e-7	18053856
CICLE_v10007354mg	-1.15110813803554	0.00158733478754185	18053975
CICLE_v10007375mg	0.817434204902484	0.0189324106960529	18054068
CICLE_v10007383mg	1.69016769209763	0.00577162170461538	NA
CICLE_v10007412mg	-1.39052361215428	0.00491657550402876	NA
CICLE_v10007428mg	-0.702790252276287	0.0344331382392758	18054628
CICLE_v10007443mg	1.29690203008755	0.00152544596555971	18053914
CICLE_v10007455mg	-0.704911988812699	0.032905103774282	18054727
CICLE_v10007469mg	0.988216851869145	0.0127481986979197	18054974
CICLE_v10007490mg	1.27617306179081	6.93932930821239e-4	NA
CICLE_v10007502mg	-1.18700050957821	0.00878700409828205	18055834
CICLE_v10007519mg	1.15619939640482	8.74776324450995e-4	18055822
CICLE_v10007532mg	-0.681560527498404	0.0460557859433408	18055926
CICLE_v10007533mg	0.749224527886925	0.0212802020007666	18054310
CICLE_v10007585mg	-1.80668999171248	0.00582818328549009	18055180
CICLE_v10007590mg	0.970438391479361	0.0045893162654451	18055962
CICLE_v10007591mg	-1.98027380503032	2.25860197872101e-6	18054667
CICLE_v10007630mg	2.10760104351474	3.39017114969449e-6	18055805
CICLE_v10007642mg	-0.883670401216277	0.0256648777345976	18054195
CICLE_v10007651mg	-2.80510226675223	0.00201767850806935	NA
CICLE_v10007687mg	2.06368839566332	3.29265768645795e-4	18054202
CICLE_v10007776mg	-0.995145089842801	0.00283726904008789	18055729
CICLE_v10007792mg	-1.62933765937769	8.51517963750692e-6	18055193
CICLE_v10007796mg	1.04319960987366	0.00890829285686175	18055341
CICLE_v10007807mg	1.06012100407649	0.0105344458928565	18054330
CICLE_v10007810mg	1.02278361814696	0.00491334891305205	18055432
CICLE_v10007829mg	1.03453322736217	0.00429759933872245	18053993
CICLE_v10007846mg	-0.75849675472436	0.0284605430339354	18055381
CICLE_v10007857mg	1.96261196798973	0.00392737220328069	18055333
CICLE_v10007886mg	-0.962875795686579	0.0169619595732404	18056149
CICLE_v10007895mg	-1.52813945032225	0.00207607086805099	18054658
CICLE_v10007908mg	-0.858195186055008	0.00900291516299569	18055755
CICLE_v10007942mg	1.25070505695495	0.00219413322580833	18054745
CICLE_v10007991mg	-1.24248336445223	0.0264451655842953	18054395
CICLE_v10007994mg	1.58946736529216	3.65219710292124e-4	NA
CICLE_v10008035mg	-1.49700041434213	2.01934699835839e-4	18055309
CICLE_v10008047mg	2.28821706083682	2.66345245263181e-11	18055116
CICLE_v10008060mg	1.77066852661034	0.00334760757515224	18054620
CICLE_v10008073mg	1.27687480861042	0.0253345564700204	18054888
CICLE_v10008131mg	-1.23717661994617	0.0372311704864778	18055864
CICLE_v10008149mg	-1.38711258543456	8.17038513867079e-4	NA
CICLE_v10008158mg	-0.82084021303523	0.0143090568585368	18055276
CICLE_v10008169mg	2.00812262053135	1.31220308750781e-6	18055331
CICLE_v10008185mg	1.13509138611511	0.00982921157380976	18053891
CICLE_v10008210mg	-0.951351636694413	0.0126876119917981	18054450
CICLE_v10008211mg	-1.06638261203183	0.0117189595242071	18055230
CICLE_v10008225mg	-2.01381348160648	0.00478902437336014	18053741
CICLE_v10008240mg	-1.14275663010072	4.5328224728333e-4	18054682
CICLE_v10008255mg	-1.44579023096331	6.60834217199592e-5	18055221
CICLE_v10008315mg	-1.88362074192186	3.55793375338979e-6	18054258
CICLE_v10008326mg	1.81113144135734	2.2051231544556e-5	18054670
CICLE_v10008343mg	-1.14652166761637	0.0044668309109199	NA
CICLE_v10008390mg	-1.50509597397605	0.00552394709279313	18053998
CICLE_v10008439mg	-1.07702870822034	0.00157199319825246	18055421
CICLE_v10008481mg	-1.43563398030542	0.0485057400213362	NA
CICLE_v10008509mg	-1.67562101446492	3.74887562867352e-5	18054004
CICLE_v10008523mg	1.20970933727956	0.00829755165739455	18055121
CICLE_v10008531mg	-2.6579552846498	1.75586816934987e-4	NA
CICLE_v10008545mg	2.59515445126438	1.30459356093399e-9	18054565
CICLE_v10008617mg	-1.11715636910202	6.52858012827143e-4	18054864
CICLE_v10008649mg	-1.27208256001703	1.73814812488425e-4	18054092
CICLE_v10008662mg	1.03178307079322	0.0356411007833031	NA
CICLE_v10008681mg	-1.29474147899252	0.00192189891266081	18054105
CICLE_v10008687mg	-0.754676278395109	0.0446963167332485	18055557
CICLE_v10008714mg	-1.52653621590615	0.00421299839851949	18055555
CICLE_v10008745mg	1.99441746509806	2.30876453546844e-7	18054377
CICLE_v10008765mg	0.819884292801515	0.0120945426397276	18054693
CICLE_v10008786mg	1.28544186932568	0.0324566634014205	18055982
CICLE_v10008813mg	-0.879624205837031	0.0136240412215555	18053964
CICLE_v10008839mg	-1.11478681592819	0.0157580715748293	18055699
CICLE_v10008930mg	1.40917966193917	4.19737976802352e-4	18053740
CICLE_v10008943mg	-3.33050733743435	8.2961496813283e-5	18055483
CICLE_v10008965mg	0.907311632431544	0.0287415679709027	18056022
CICLE_v10008999mg	-0.997418494803687	0.0237076499574604	NA
CICLE_v10009009mg	-1.24182038301306	0.0370949875405814	18054652
CICLE_v10009028mg	1.18239770500327	0.0415216360950698	18054962
CICLE_v10009083mg	1.45281548507985	5.22172710570298e-4	18054517
CICLE_v10009123mg	-1.65429031562597	0.00492070747057508	NA
CICLE_v10009128mg	-1.20388687183993	0.00147990798172788	18055530
CICLE_v10009186mg	0.913917895065972	0.0486875914798694	18055524
CICLE_v10009189mg	0.98370143471519	0.0126639951122162	18054505
CICLE_v10009202mg	-0.869427875464482	0.0355885765120244	18054672
CICLE_v10009223mg	-1.28762503232518	0.0134680230192729	18053707
CICLE_v10009224mg	-1.33692683661727	0.00413800305409589	18053816
CICLE_v10009272mg	-0.813021927469464	0.0325049697946425	18055740
CICLE_v10009334mg	-1.06710081931589	0.0328181859571782	18054335
CICLE_v10009335mg	-1.09369960804177	0.0254468974203348	18055676
CICLE_v10009394mg	-0.880005156175997	0.0310720732742988	18055818
CICLE_v10009433mg	2.57418176544381	1.11337811675227e-7	18054564
CICLE_v10009489mg	1.03971113707746	0.0147012015836052	NA
CICLE_v10009584mg	0.840345789290073	0.018317570829755	18054582
CICLE_v10009585mg	0.878257202477862	0.0217137312743547	NA
CICLE_v10009622mg	-0.829174018725782	0.0301982508227414	18054245
CICLE_v10009715mg	1.59645532367365	1.59269057631004e-5	18054525
CICLE_v10009720mg	1.23271439210606	0.0273947543958442	18054790
CICLE_v10009783mg	1.48738667564459	1.58651890085615e-4	NA
CICLE_v10009880mg	-0.878545313403852	0.00720337539283161	NA
CICLE_v10009911mg	-0.898029692093656	0.0261491309748693	18054341
CICLE_v10009916mg	-1.05327917356996	0.0130415755831939	18053730
CICLE_v10009955mg	0.896960082659919	0.0209994464118524	NA
CICLE_v10009961mg	-0.843456775120436	0.0420945220101784	NA
CICLE_v10010012mg	1.58075223709651	0.0144922328283019	18054350
CICLE_v10010015mg	-1.48432807498559	0.00954555110746743	18054244
CICLE_v10010027mg	0.769496725162321	0.0214542617201827	18054533
CICLE_v10010030mg	-0.883796558188652	0.039708432084606	18055077
CICLE_v10010050mg	2.26263092618435	5.53416779183684e-10	NA
CICLE_v10010061mg	1.34273677907649	2.67523685023541e-4	NA
CICLE_v10010076mg	0.905239076272179	0.00972950688580869	NA
CICLE_v10010101mg	0.80569392959885	0.0189730062003831	NA
CICLE_v10010103mg	1.70279090322954	6.87627816494235e-6	NA
CICLE_v10010110mg	-1.66479443341418	0.00811786087389875	18054724
CICLE_v10010111mg	-1.18896576143398	0.00125176224316139	NA
CICLE_v10010203mg	1.96816145464106	0.00149339564013163	NA
CICLE_v10010292mg	0.845221898363966	0.0113906231816715	18055127
CICLE_v10010312mg	2.66883426292508	2.44741157253522e-12	NA
CICLE_v10010392mg	-0.828562091647085	0.0395294911501866	NA
CICLE_v10010461mg	2.44558365931673	4.96753843331363e-4	18056023
CICLE_v10010495mg	-1.42345324489663	1.23980513426668e-4	NA
CICLE_v10010514mg	1.32517285736933	6.26556648991861e-5	NA
CICLE_v10010582mg	0.714571751838667	0.0350915676088721	NA
CICLE_v10010673mg	1.01473082093938	0.0021839976255462	NA
CICLE_v10010749mg	-1.84749920974525	0.0181788377559878	18056067
CICLE_v10010771mg	-1.59868264423887	0.0129092801194763	NA
CICLE_v10010835mg	-0.64902050680316	0.042593904749888	18054952
CICLE_v10010901mg	1.58951821568886	4.92569959705948e-5	18037937
CICLE_v10010930mg	0.78126317418273	0.0182474287641954	18039076
CICLE_v10010934mg	-1.93961500245717	5.27993731520714e-6	18038819
CICLE_v10010965mg	-0.995977820237394	0.0320658069967824	18039124
CICLE_v10010966mg	0.717135445075141	0.0271288610452166	18039692
CICLE_v10010999mg	-0.773961553335018	0.0499408899461817	18039500
CICLE_v10011009mg	1.97113261835277	0.00781521592871695	NA
CICLE_v10011055mg	-0.685377932430044	0.0406479178034889	18038029
CICLE_v10011063mg	1.14113257844565	0.00328741147988145	18038088
CICLE_v10011090mg	1.00271184383378	0.00995231410306332	18038528
CICLE_v10011092mg	-1.91520292652226	0.00155791954734479	18038816
CICLE_v10011110mg	-0.749413694825118	0.0215844732014473	18038710
CICLE_v10011143mg	-1.4982648973353	1.66549806882544e-4	18038312
CICLE_v10011153mg	1.17393641807189	0.00109334019345387	18038995
CICLE_v10011164mg	-0.996936651360347	0.00652995183633399	NA
CICLE_v10011184mg	-1.08364424594825	0.0108341348686545	18039643
CICLE_v10011214mg	-0.783411710574561	0.0213737272911139	18038402
CICLE_v10011218mg	1.27028135459914	0.00148663864646297	18038445
CICLE_v10011219mg	0.656803972865412	0.0429028733036519	18039716
CICLE_v10011230mg	-0.854943810676279	0.00837540323972736	18038313
CICLE_v10011258mg	1.03498111169955	0.0100781464027445	18039134
CICLE_v10011271mg	-0.895598154626868	0.0133447608478744	18039733
